age,gender,occupation,user_id
32,M,college/grad student,976470
25,F,sales/marketing,678856
25,F,college/grad student,212278
27,M,college/grad student,971051
89,F,executive/managerial,19471
31,M,executive/managerial,810849
34,F,college/grad student,423799
30,M,scientist,949195
29,M,college/grad student,585527
19,M,sales/marketing,762160
33,M,college/grad student,315449
34,M,executive/managerial,686461
33,M,self-employed,373300
26,F,self-employed,154665
34,F,college/grad student,24556
47,F,artist,882319
28,M,college/grad student,538272
31,M,sales/marketing,235952
31,M,K-12 student,649923
21,M,homemaker,339755
38,M,other or not specified,28
29,M,college/grad student,773707
20,M,programmer,485206
48,M,executive/managerial,302528
21,M,K-12 student,771577
28,F,executive/managerial,750071
34,M,executive/managerial,592644
34,F,executive/managerial,61307
30,M,college/grad student,361693
31,M,executive/managerial,708936
34,M,other or not specified,747182
25,M,other or not specified,982758
34,M,artist,199750
33,M,scientist,736395
19,M,other or not specified,602449
30,M,programmer,664020
25,M,executive/managerial,416328
33,F,executive/managerial,229134
33,F,self-employed,859696
34,M,executive/managerial,243359
28,F,college/grad student,162727
25,M,other or not specified,841200
30,M,scientist,128856
27,M,executive/managerial,636933
31,M,college/grad student,345569
40,F,other or not specified,826624
43,F,academic/educator,44165
28,M,executive/managerial,740930
31,M,scientist,582819
34,M,executive/managerial,450515
31,M,other or not specified,923620
32,M,college/grad student,472696
30,M,K-12 student,767625
34,M,college/grad student,195310
34,M,college/grad student,761512
55,F,academic/educator,59228
34,M,sales/marketing,887986
29,M,academic/educator,548131
44,F,homemaker,885222
31,F,other or not specified,193249
34,M,other or not specified,125052
28,M,college/grad student,818648
23,M,sales/marketing,307029
39,F,college/grad student,344305
30,F,sales/marketing,915098
28,M,executive/managerial,751934
30,M,college/grad student,298778
29,M,scientist,578443
28,M,college/grad student,367112
34,M,scientist,825143
32,M,executive/managerial,31859
25,M,scientist,492606
20,F,other or not specified,28068
27,F,scientist,246622
28,M,scientist,277782
34,M,sales/marketing,580559
30,M,college/grad student,646385
26,M,scientist,933491
29,M,sales/marketing,119074
25,M,self-employed,639044
31,M,executive/managerial,799765
32,M,artist,581960
28,F,homemaker,282129
28,M,college/grad student,93271
31,M,college/grad student,102027
31,M,scientist,95781
27,M,executive/managerial,623393
25,M,college/grad student,340755
25,M,college/grad student,953683
28,M,college/grad student,596151
27,M,executive/managerial,995457
34,M,sales/marketing,151278
32,M,executive/managerial,509893
27,M,sales/marketing,755771
33,F,self-employed,673720
31,F,other or not specified,98893
29,M,college/grad student,58938
27,M,self-employed,625739
28,M,lawyer,813554
50,F,other or not specified,651065
37,M,self-employed,958387
32,M,writer,449898
28,M,other or not specified,847160
32,M,college/grad student,926744
30,M,other or not specified,371026
29,M,executive/managerial,766219
34,M,college/grad student,876112
27,M,scientist,670339
29,M,sales/marketing,440164
32,M,college/grad student,720884
25,M,executive/managerial,274767
27,F,college/grad student,934886
26,M,college/grad student,721127
27,F,self-employed,884108
30,M,scientist,864361
29,M,college/grad student,773518
33,M,academic/educator,465132
28,M,other or not specified,366639
10,F,homemaker,71568
83,F,scientist,139734
31,M,academic/educator,798758
27,M,other or not specified,477975
27,M,college/grad student,426970
29,M,sales/marketing,817053
29,M,other or not specified,253602
29,M,college/grad student,315672
25,M,sales/marketing,926615
34,M,college/grad student,552214
32,M,sales/marketing,405486
32,M,college/grad student,928489
31,F,executive/managerial,482840
32,M,executive/managerial,770420
32,M,other or not specified,318499
37,M,other or not specified,293435
33,F,college/grad student,547910
30,M,sales/marketing,877466
25,M,sales/marketing,601460
26,F,sales/marketing,677619
34,M,scientist,256307
31,M,college/grad student,996059
12,M,sales/marketing,283275
27,M,executive/managerial,241071
34,M,doctor/health care,615761
33,M,scientist,971292
25,F,self-employed,201060
26,M,college/grad student,149811
21,F,K-12 student,457099
28,F,other or not specified,180486
34,M,executive/managerial,91966
17,M,K-12 student,332427
18,M,sales/marketing,469317
34,M,lawyer,619345
30,M,sales/marketing,131036
29,M,sales/marketing,29261
18,M,sales/marketing,14479
29,M,college/grad student,402797
31,M,college/grad student,452868
33,M,scientist,334150
34,M,executive/managerial,702937
28,M,artist,595972
32,M,self-employed,774583
28,M,executive/managerial,723243
30,M,other or not specified,248356
26,M,college/grad student,2540
34,M,college/grad student,679082
30,M,executive/managerial,821136
26,M,college/grad student,444773
31,M,college/grad student,518279
25,M,clerical/admin,385302
27,M,sales/marketing,318877
31,F,executive/managerial,233127
30,M,college/grad student,455407
30,M,executive/managerial,249047
28,M,self-employed,681970
25,F,sales/marketing,577855
29,M,college/grad student,446359
35,M,executive/managerial,572386
31,F,scientist,12283
25,M,executive/managerial,586855
27,M,executive/managerial,711647
25,F,scientist,416523
32,M,artist,162695
34,F,college/grad student,460683
33,M,executive/managerial,263942
32,M,self-employed,706516
24,M,sales/marketing,789849
33,F,college/grad student,908022
31,M,executive/managerial,736423
29,F,executive/managerial,738096
26,F,college/grad student,720870
31,M,executive/managerial,569137
33,M,other or not specified,335206
30,M,executive/managerial,562973
28,M,homemaker,532881
19,M,college/grad student,199199
30,M,homemaker,131596
31,M,self-employed,718571
33,M,other or not specified,213896
29,M,executive/managerial,406259
29,M,college/grad student,485853
30,M,college/grad student,311278
32,M,executive/managerial,376056
27,F,sales/marketing,449398
28,F,homemaker,830891
25,M,K-12 student,527510
33,F,executive/managerial,203453
51,F,clerical/admin,672797
26,M,college/grad student,120451
28,F,scientist,568609
33,M,college/grad student,621579
18,M,sales/marketing,684330
26,M,scientist,48172
30,M,scientist,206046
32,M,scientist,761581
30,M,self-employed,893094
26,F,college/grad student,722499
29,M,other or not specified,313453
32,M,executive/managerial,273221
21,M,K-12 student,107950
26,M,executive/managerial,417696
32,M,scientist,716373
21,F,K-12 student,286823
18,M,self-employed,444693
28,F,other or not specified,135149
26,M,K-12 student,992263
29,M,sales/marketing,870017
34,M,sales/marketing,926340
34,M,unemployed,806175
33,M,sales/marketing,264450
30,M,scientist,838284
33,M,tradesman/craftsman,550285
31,F,college/grad student,288436
31,F,academic/educator,65424
33,M,academic/educator,229554
25,M,scientist,213341
32,M,scientist,317568
25,M,programmer,784029
25,M,executive/managerial,583727
35,M,executive/managerial,58279
29,M,sales/marketing,308288
33,M,scientist,466327
26,M,scientist,496997
28,M,sales/marketing,354131
28,M,college/grad student,21932
32,M,college/grad student,950098
18,M,sales/marketing,339526
27,M,executive/managerial,522556
18,M,artist,690096
23,M,sales/marketing,369131
18,M,K-12 student,446909
18,M,sales/marketing,130330
33,M,college/grad student,40989
28,M,sales/marketing,82811
34,M,sales/marketing,718944
29,F,college/grad student,330744
27,M,homemaker,373239
16,M,K-12 student,104370
33,M,college/grad student,942683
26,M,academic/educator,777050
30,M,other or not specified,240948
30,M,executive/managerial,714091
32,F,scientist,268867
26,M,homemaker,1116
25,F,sales/marketing,814493
29,M,college/grad student,334475
55,M,self-employed,966617
26,M,college/grad student,85058
89,F,executive/managerial,312331
32,M,customer service,294018
34,F,self-employed,996229
36,M,college/grad student,916847
27,M,executive/managerial,366536
39,F,self-employed,418225
29,M,homemaker,873515
32,M,executive/managerial,671705
26,M,college/grad student,743290
25,M,executive/managerial,167615
29,M,self-employed,719710
28,M,college/grad student,299029
26,M,programmer,318528
28,M,sales/marketing,416174
26,M,executive/managerial,77459
33,M,college/grad student,236336
25,M,other or not specified,305494
26,M,executive/managerial,521589
25,M,college/grad student,401178
18,M,sales/marketing,697839
29,M,college/grad student,276731
30,M,executive/managerial,21087
25,M,sales/marketing,187697
34,M,executive/managerial,202506
28,M,artist,117384
33,M,college/grad student,619086
30,M,college/grad student,784246
30,M,K-12 student,43410
30,M,college/grad student,217585
38,M,academic/educator,695148
28,M,executive/managerial,418684
65,F,retired,765447
33,M,programmer,343504
14,M,K-12 student,208615
35,M,programmer,640552
29,M,homemaker,213793
34,F,college/grad student,438774
27,M,sales/marketing,516684
27,M,executive/managerial,981089
28,M,executive/managerial,481578
38,M,artist,662858
28,M,executive/managerial,484101
33,M,self-employed,664147
33,M,executive/managerial,794145
30,M,other or not specified,948846
38,M,executive/managerial,758489
28,M,technician/engineer,363663
74,M,other or not specified,501808
30,M,scientist,220106
34,M,programmer,583174
27,M,college/grad student,245211
30,M,college/grad student,72793
31,M,executive/managerial,160670
28,M,college/grad student,329985
34,M,scientist,726537
29,M,college/grad student,95820
27,F,executive/managerial,140477
29,M,executive/managerial,341662
34,M,scientist,291581
34,M,college/grad student,293819
32,M,retired,820443
26,M,sales/marketing,846028
27,M,scientist,445047
25,M,self-employed,113338
27,M,executive/managerial,313128
41,M,executive/managerial,28334
25,M,executive/managerial,706455
26,M,scientist,55280
26,M,sales/marketing,829977
29,M,scientist,731784
32,F,college/grad student,471116
28,M,executive/managerial,283973
26,M,college/grad student,125090
61,M,technician/engineer,984682
29,M,artist,946698
34,M,self-employed,748173
30,M,sales/marketing,195614
28,M,college/grad student,777211
26,M,executive/managerial,617471
31,M,self-employed,824492
25,M,homemaker,677199
34,M,college/grad student,383944
34,M,artist,689901
20,M,college/grad student,386329
31,M,clerical/admin,668982
27,M,self-employed,834365
23,M,sales/marketing,949985
31,M,self-employed,935673
32,F,homemaker,329382
33,M,sales/marketing,362040
49,M,other or not specified,867316
26,M,college/grad student,967759
29,M,college/grad student,673213
33,M,college/grad student,292223
25,M,sales/marketing,43554
31,F,academic/educator,435501
31,M,executive/managerial,804609
32,M,self-employed,570158
26,F,college/grad student,127248
21,M,homemaker,149228
30,M,executive/managerial,624951
62,F,retired,587143
34,M,executive/managerial,265324
34,M,self-employed,711018
27,M,tradesman/craftsman,78345
30,M,homemaker,397358
27,M,college/grad student,191148
18,F,K-12 student,269953
25,M,scientist,529748
31,M,college/grad student,467793
28,M,unemployed,627879
41,M,self-employed,298413
31,M,college/grad student,410399
30,F,executive/managerial,209123
18,M,sales/marketing,396053
32,M,executive/managerial,191070
30,F,college/grad student,878024
33,M,scientist,551590
21,M,scientist,522037
32,M,executive/managerial,888614
30,M,sales/marketing,415985
32,M,scientist,458488
30,M,college/grad student,558101
27,F,self-employed,496157
25,M,scientist,993559
20,M,programmer,702900
27,F,scientist,46262
26,M,scientist,325956
32,M,academic/educator,869046
34,M,sales/marketing,204422
33,M,executive/managerial,266467
41,F,homemaker,165716
26,M,self-employed,107826
33,M,college/grad student,342957
34,M,executive/managerial,931453
34,M,executive/managerial,151906
41,M,sales/marketing,694183
31,M,K-12 student,461879
33,M,college/grad student,119952
29,M,college/grad student,410657
28,F,college/grad student,565469
75,F,executive/managerial,46451
58,F,sales/marketing,20883
32,F,homemaker,485612
68,F,retired,75571
31,M,sales/marketing,527279
30,M,technician/engineer,75129
42,F,other or not specified,702042
28,M,other or not specified,345825
30,F,artist,724946
28,M,college/grad student,711391
27,F,college/grad student,645452
25,M,homemaker,695542
33,M,sales/marketing,587238
31,M,scientist,629510
30,M,executive/managerial,50852
26,M,executive/managerial,713961
26,M,college/grad student,557534
25,M,scientist,979669
27,M,scientist,594799
34,F,self-employed,910574
27,M,self-employed,646847
30,F,retired,971979
40,M,clerical/admin,28529
31,M,executive/managerial,883966
27,M,executive/managerial,305959
30,F,academic/educator,231230
19,M,college/grad student,343161
28,F,sales/marketing,107809
27,F,college/grad student,279390
51,M,executive/managerial,816079
27,M,college/grad student,434529
32,M,programmer,825117
27,M,sales/marketing,592340
31,F,other or not specified,603592
31,M,college/grad student,957339
41,M,college/grad student,985590
32,M,scientist,62478
46,M,artist,1741
34,M,other or not specified,51796
33,M,college/grad student,241976
31,M,K-12 student,544928
29,F,college/grad student,174407
26,F,academic/educator,787811
29,M,sales/marketing,329825
34,M,executive/managerial,480487
32,M,executive/managerial,30414
29,M,executive/managerial,140654
31,M,executive/managerial,361827
30,F,college/grad student,500430
57,F,customer service,595200
31,M,sales/marketing,357640
34,M,other or not specified,836973
26,M,scientist,41156
31,M,homemaker,786915
18,M,sales/marketing,366315
32,M,college/grad student,922686
29,M,clerical/admin,197829
32,M,self-employed,332899
34,M,other or not specified,992104
35,M,executive/managerial,903177
31,M,homemaker,694107
25,M,executive/managerial,684125
34,M,homemaker,716262
32,M,college/grad student,109650
34,M,executive/managerial,953753
25,M,executive/managerial,537185
37,M,clerical/admin,399639
31,M,sales/marketing,989018
27,M,technician/engineer,909265
25,M,college/grad student,838626
29,F,scientist,616535
25,M,scientist,476255
29,M,homemaker,314300
32,M,scientist,382729
18,M,sales/marketing,437518
34,M,self-employed,871933
28,M,other or not specified,882370
33,M,academic/educator,843661
34,M,scientist,993805
25,M,college/grad student,495897
25,M,college/grad student,671108
32,F,college/grad student,426054
29,M,executive/managerial,402852
29,F,other or not specified,835774
28,M,college/grad student,770165
26,F,other or not specified,5562
26,M,clerical/admin,393511
32,M,college/grad student,783191
30,F,academic/educator,283403
28,M,self-employed,691274
8,F,clerical/admin,395086
27,M,college/grad student,281401
21,M,artist,748363
33,M,sales/marketing,868452
29,M,self-employed,428399
32,M,other or not specified,884791
29,F,homemaker,441639
29,M,executive/managerial,60262
28,M,executive/managerial,493729
26,M,scientist,560242
28,M,clerical/admin,574463
28,M,sales/marketing,485269
33,M,academic/educator,884585
27,M,self-employed,583373
31,F,college/grad student,37511
27,M,college/grad student,70648
26,F,executive/managerial,953708
31,M,executive/managerial,865698
28,F,homemaker,508756
30,M,college/grad student,500222
33,M,self-employed,383615
27,M,college/grad student,612194
23,M,scientist,712086
32,F,college/grad student,785989
18,M,executive/managerial,278301
29,F,homemaker,158820
33,M,executive/managerial,439216
31,M,clerical/admin,661667
30,M,college/grad student,34016
18,M,K-12 student,900266
32,M,executive/managerial,314953
27,M,scientist,695329
25,M,scientist,119590
31,M,executive/managerial,436908
26,M,college/grad student,215512
29,F,executive/managerial,747846
26,M,college/grad student,940070
25,M,scientist,429211
32,M,self-employed,984824
32,M,homemaker,64629
25,M,executive/managerial,547226
27,M,executive/managerial,864175
29,M,executive/managerial,742496
33,M,executive/managerial,1278
30,M,sales/marketing,520934
32,M,scientist,880727
28,F,executive/managerial,790971
20,M,sales/marketing,654145
27,F,homemaker,31825
26,M,sales/marketing,251414
32,M,college/grad student,206038
26,M,programmer,763348
32,M,scientist,534991
30,M,college/grad student,519428
30,M,college/grad student,1220
32,M,scientist,193936
29,M,sales/marketing,508277
29,M,college/grad student,998903
18,M,K-12 student,860302
28,M,sales/marketing,898971
26,M,scientist,504929
29,M,executive/managerial,467773
24,M,programmer,485210
26,F,other or not specified,377077
33,M,executive/managerial,765800
87,F,retired,495134
30,M,college/grad student,9309
31,M,executive/managerial,670673
34,M,college/grad student,23873
30,M,K-12 student,484672
25,M,executive/managerial,733002
32,M,executive/managerial,258015
26,F,college/grad student,368889
33,F,academic/educator,441167
25,M,K-12 student,868470
25,M,other or not specified,269589
25,M,customer service,130608
31,M,sales/marketing,109355
15,M,K-12 student,582795
32,M,executive/managerial,576504
33,M,college/grad student,962873
27,M,writer,329348
32,M,sales/marketing,579883
33,M,K-12 student,930998
33,M,college/grad student,425497
28,M,college/grad student,331293
22,M,retired,957013
18,M,sales/marketing,15813
33,M,college/grad student,889548
25,M,executive/managerial,205192
32,F,sales/marketing,608717
26,F,academic/educator,553660
18,M,K-12 student,595622
30,M,executive/managerial,220249
27,F,clerical/admin,564679
25,M,executive/managerial,850486
29,M,academic/educator,958090
28,F,self-employed,869273
32,M,other or not specified,334867
25,M,college/grad student,961682
34,M,college/grad student,94060
30,M,scientist,772773
27,M,academic/educator,601824
30,M,college/grad student,362599
30,M,college/grad student,590247
27,M,college/grad student,342966
32,M,college/grad student,738299
26,M,college/grad student,10805
30,M,self-employed,560179
20,M,college/grad student,548233
33,F,sales/marketing,14503
28,M,college/grad student,589750
30,M,other or not specified,568914
29,M,other or not specified,946719
26,F,executive/managerial,235676
25,F,college/grad student,435302
28,M,executive/managerial,665093
28,M,self-employed,265405
28,M,college/grad student,773238
32,F,self-employed,162643
32,M,scientist,351307
31,M,college/grad student,527555
31,M,other or not specified,914244
18,F,sales/marketing,806945
29,F,self-employed,92116
33,M,executive/managerial,777204
29,M,other or not specified,600181
32,M,executive/managerial,643431
28,M,executive/managerial,158296
27,M,sales/marketing,639361
31,F,college/grad student,926964
30,F,artist,910849
27,M,college/grad student,800366
16,M,K-12 student,543035
28,M,self-employed,261717
28,M,scientist,421944
30,M,college/grad student,764560
30,M,programmer,955985
31,M,executive/managerial,991543
27,F,sales/marketing,243084
18,M,K-12 student,142003
29,M,executive/managerial,213159
25,M,college/grad student,531657
27,M,scientist,468182
31,M,sales/marketing,761704
25,F,sales/marketing,767603
26,M,executive/managerial,89449
26,M,sales/marketing,64658
30,F,academic/educator,571549
29,M,doctor/health care,970602
30,F,sales/marketing,230908
33,F,college/grad student,553282
33,M,homemaker,658283
30,M,college/grad student,616437
33,M,college/grad student,241121
26,M,sales/marketing,226437
32,F,homemaker,56756
31,F,K-12 student,992559
32,M,executive/managerial,941937
23,M,college/grad student,52919
27,M,executive/managerial,946081
30,F,homemaker,47290
19,M,college/grad student,142951
26,F,homemaker,195502
26,M,scientist,646522
29,M,other or not specified,162208
31,M,college/grad student,102125
26,M,college/grad student,298705
32,M,executive/managerial,968278
26,F,academic/educator,695198
34,M,executive/managerial,441818
32,M,executive/managerial,794701
34,F,executive/managerial,561213
30,F,college/grad student,147118
33,M,college/grad student,849692
33,F,college/grad student,155949
34,M,college/grad student,442376
34,M,sales/marketing,832383
32,M,other or not specified,66714
28,M,other or not specified,838474
30,M,college/grad student,876175
30,M,college/grad student,791943
27,M,college/grad student,358793
18,F,homemaker,598699
32,M,scientist,424770
28,M,executive/managerial,352910
33,M,executive/managerial,360044
27,F,other or not specified,712139
33,M,executive/managerial,671635
76,F,academic/educator,149862
34,M,programmer,824162
33,M,college/grad student,112138
30,M,executive/managerial,254066
25,F,sales/marketing,97292
29,M,college/grad student,139274
33,F,self-employed,846161
34,M,sales/marketing,272017
32,F,retired,681644
27,M,other or not specified,663685
28,M,college/grad student,240538
30,M,programmer,983636
26,M,executive/managerial,525225
18,M,K-12 student,510464
28,F,executive/managerial,217384
31,M,college/grad student,795581
33,M,clerical/admin,810514
29,M,other or not specified,390963
31,M,self-employed,645380
31,M,college/grad student,8777
18,M,scientist,140720
33,M,retired,862257
27,M,sales/marketing,638024
30,M,self-employed,82029
28,M,college/grad student,502718
32,M,scientist,473020
26,M,college/grad student,59428
26,M,college/grad student,532498
26,M,academic/educator,905190
51,M,self-employed,370895
25,M,executive/managerial,215161
31,F,homemaker,506471
28,M,sales/marketing,306498
44,M,academic/educator,588423
31,F,self-employed,814475
30,M,programmer,553897
25,M,college/grad student,741698
29,M,scientist,844269
22,F,retired,166619
32,M,scientist,840094
28,M,scientist,221023
34,F,college/grad student,469616
30,M,college/grad student,234202
28,F,college/grad student,979965
9,M,sales/marketing,375974
34,M,sales/marketing,774724
18,M,scientist,426092
28,M,other or not specified,109179
25,F,sales/marketing,452833
26,M,scientist,853330
21,M,college/grad student,850586
29,M,clerical/admin,26314
28,M,executive/managerial,262417
29,M,college/grad student,835773
25,M,self-employed,800894
27,M,other or not specified,173075
33,M,executive/managerial,390928
29,M,executive/managerial,240469
25,M,executive/managerial,962641
31,M,homemaker,346758
80,F,retired,363821
27,M,scientist,550456
26,F,college/grad student,542431
18,M,K-12 student,260477
30,F,retired,341046
28,M,executive/managerial,165734
33,M,sales/marketing,842547
28,M,executive/managerial,28482
27,F,college/grad student,996034
28,M,sales/marketing,934393
27,M,other or not specified,617128
31,M,college/grad student,485139
20,M,scientist,157306
34,M,executive/managerial,497131
33,M,executive/managerial,501092
33,M,self-employed,692124
29,F,homemaker,570091
29,M,sales/marketing,187546
23,M,other or not specified,515103
23,M,sales/marketing,660447
27,M,college/grad student,914067
34,M,college/grad student,806428
62,M,self-employed,367376
32,M,executive/managerial,799824
34,M,executive/managerial,828792
32,M,executive/managerial,604817
33,F,self-employed,951178
48,M,executive/managerial,650416
34,M,college/grad student,945282
33,M,executive/managerial,783546
25,M,college/grad student,952225
37,F,executive/managerial,361933
25,M,unemployed,838877
29,M,scientist,251400
25,M,scientist,878808
34,M,other or not specified,480659
27,F,artist,71838
28,M,clerical/admin,450333
45,F,college/grad student,195103
12,F,K-12 student,405558
55,M,executive/managerial,598735
26,M,executive/managerial,258624
21,M,scientist,990915
33,F,homemaker,324844
31,M,executive/managerial,261879
29,M,artist,691933
30,M,academic/educator,596549
28,M,technician/engineer,634667
33,M,self-employed,65557
27,M,sales/marketing,283428
34,M,self-employed,576344
26,M,executive/managerial,202399
21,M,sales/marketing,413513
34,M,other or not specified,81451
31,F,other or not specified,909069
31,M,college/grad student,346700
33,M,college/grad student,863074
29,M,homemaker,63024
32,M,scientist,150384
28,M,sales/marketing,434713
28,M,technician/engineer,696731
25,M,executive/managerial,881770
28,M,scientist,653889
54,M,academic/educator,280578
46,M,writer,498365
18,M,college/grad student,317718
44,M,executive/managerial,461655
27,M,college/grad student,178265
30,M,other or not specified,79213
28,M,college/grad student,661504
28,F,homemaker,559993
82,M,executive/managerial,519615
26,M,sales/marketing,726505
29,M,artist,421219
27,M,college/grad student,98176
31,M,executive/managerial,841452
32,M,college/grad student,43754
25,M,homemaker,260011
29,M,scientist,306916
33,M,scientist,265175
23,M,college/grad student,492453
34,M,college/grad student,153738
27,M,college/grad student,667302
31,M,college/grad student,48416
29,M,college/grad student,543097
30,M,college/grad student,42743
21,M,sales/marketing,231941
32,M,executive/managerial,880447
18,M,K-12 student,506671
33,F,other or not specified,886164
28,M,college/grad student,430202
30,M,executive/managerial,156999
19,M,college/grad student,570173
25,M,college/grad student,788706
33,M,retired,157905
31,F,college/grad student,520466
27,F,other or not specified,133564
28,F,academic/educator,647563
28,M,other or not specified,946194
27,F,K-12 student,893398
34,M,college/grad student,526535
33,M,academic/educator,665615
27,M,sales/marketing,341716
25,M,scientist,602832
34,M,executive/managerial,553226
44,F,academic/educator,966969
32,M,self-employed,306619
38,M,technician/engineer,943541
29,M,scientist,998786
23,M,sales/marketing,656838
34,M,executive/managerial,424513
25,M,executive/managerial,231278
30,M,college/grad student,622228
34,M,scientist,343776
31,M,executive/managerial,761828
21,M,artist,276718
31,M,executive/managerial,674675
25,M,executive/managerial,358241
31,M,sales/marketing,200699
26,M,college/grad student,535194
28,M,sales/marketing,548521
30,M,scientist,372644
35,F,academic/educator,789582
29,M,college/grad student,231267
29,M,sales/marketing,551450
29,M,executive/managerial,605021
30,M,college/grad student,941818
32,F,college/grad student,630127
28,M,executive/managerial,210559
33,M,sales/marketing,87232
26,M,college/grad student,826218
28,M,sales/marketing,489104
32,M,self-employed,552837
30,M,sales/marketing,319011
32,M,other or not specified,995116
33,M,lawyer,313398
62,M,sales/marketing,504759
21,M,college/grad student,580654
28,M,college/grad student,121605
90,F,academic/educator,862753
26,M,executive/managerial,471637
25,M,sales/marketing,202649
28,M,executive/managerial,196449
29,M,self-employed,427128
28,M,executive/managerial,53099
31,M,college/grad student,871863
34,M,sales/marketing,206522
35,M,college/grad student,330399
32,M,executive/managerial,261611
25,M,self-employed,595497
31,M,tradesman/craftsman,324299
28,M,college/grad student,480286
25,M,executive/managerial,850375
18,M,K-12 student,669556
30,M,scientist,779657
36,M,executive/managerial,843706
27,M,executive/managerial,515483
27,M,executive/managerial,833374
34,M,college/grad student,708138
30,M,college/grad student,806568
28,F,college/grad student,713647
25,M,executive/managerial,955842
34,M,K-12 student,272861
28,M,other or not specified,158680
26,F,college/grad student,57214
27,M,technician/engineer,138840
31,F,college/grad student,726813
25,M,self-employed,869647
21,M,college/grad student,226582
32,M,college/grad student,529420
32,M,college/grad student,714710
25,M,sales/marketing,327494
22,M,sales/marketing,551382
28,M,scientist,525115
30,F,homemaker,135789
29,M,K-12 student,63306
27,M,college/grad student,333847
32,M,executive/managerial,139721
31,M,other or not specified,526644
33,F,artist,236037
18,M,scientist,44471
39,M,other or not specified,697658
27,M,college/grad student,875433
28,M,clerical/admin,323941
32,M,scientist,118751
46,F,academic/educator,606250
26,M,executive/managerial,289345
34,M,college/grad student,417533
34,M,college/grad student,286426
28,M,executive/managerial,542892
25,M,executive/managerial,425165
28,F,academic/educator,268093
26,M,executive/managerial,524681
25,M,self-employed,643837
60,M,other or not specified,561750
18,F,artist,538761
34,M,executive/managerial,305132
25,M,self-employed,978663
18,M,K-12 student,301600
30,M,executive/managerial,465113
25,F,self-employed,669068
32,M,sales/marketing,817013
28,M,college/grad student,16034
31,M,executive/managerial,609213
26,F,retired,679357
30,M,executive/managerial,926234
37,M,executive/managerial,829817
27,M,college/grad student,795413
26,M,sales/marketing,465651
76,M,writer,453926
31,M,executive/managerial,877212
26,M,scientist,651302
32,M,sales/marketing,426545
25,M,executive/managerial,147587
32,M,executive/managerial,981438
30,M,sales/marketing,573023
27,M,college/grad student,359992
30,M,college/grad student,653462
29,M,sales/marketing,714107
27,M,executive/managerial,224373
30,M,other or not specified,950130
33,M,scientist,972092
32,M,sales/marketing,724282
9,M,K-12 student,76356
27,M,self-employed,117412
32,M,other or not specified,938992
28,M,tradesman/craftsman,270112
18,M,K-12 student,613103
32,M,college/grad student,551833
32,M,executive/managerial,115723
26,M,artist,253475
51,M,other or not specified,726589
24,M,scientist,160194
32,M,scientist,463904
29,M,scientist,654478
30,M,executive/managerial,853918
29,M,other or not specified,912198
78,M,executive/managerial,880046
12,F,K-12 student,9287
34,M,scientist,637287
30,F,artist,121949
25,M,sales/marketing,497592
26,M,sales/marketing,904015
34,F,college/grad student,95305
29,M,college/grad student,531616
26,M,executive/managerial,730417
29,M,clerical/admin,36093
32,M,artist,920413
41,M,writer,507371
19,M,college/grad student,170126
32,M,sales/marketing,507657
20,F,self-employed,663817
27,M,sales/marketing,289753
34,M,scientist,763346
33,M,self-employed,103389
25,M,sales/marketing,660375
31,F,college/grad student,174363
17,M,scientist,127586
29,F,college/grad student,813380
27,F,scientist,452555
29,M,sales/marketing,187357
28,M,executive/managerial,220260
32,M,scientist,761396
30,M,college/grad student,450950
67,M,retired,195241
27,M,sales/marketing,941927
32,M,other or not specified,18727
30,M,self-employed,153837
26,M,executive/managerial,438555
31,M,scientist,256392
26,F,academic/educator,409137
28,M,college/grad student,557535
31,M,college/grad student,858331
29,M,college/grad student,844177
32,M,other or not specified,756291
27,M,self-employed,648208
25,M,sales/marketing,512386
31,F,other or not specified,1475
30,M,homemaker,128712
34,M,executive/managerial,522063
31,M,college/grad student,19501
18,M,sales/marketing,416598
30,M,other or not specified,894260
33,F,scientist,161179
34,F,college/grad student,542802
30,M,scientist,690544
30,F,college/grad student,933816
33,M,college/grad student,978190
77,F,scientist,929880
31,M,sales/marketing,685043
44,M,artist,236367
26,M,executive/managerial,419251
25,M,sales/marketing,471748
43,F,other or not specified,27766
25,M,scientist,941366
30,M,executive/managerial,65541
29,M,executive/managerial,543132
26,M,college/grad student,517876
33,M,scientist,543942
29,M,self-employed,606011
30,M,college/grad student,864603
33,M,college/grad student,979466
29,F,college/grad student,279816
24,M,scientist,652473
26,M,college/grad student,504884
27,M,self-employed,399559
27,F,college/grad student,872498
27,M,college/grad student,224683
34,F,executive/managerial,874968
27,M,self-employed,279250
26,M,academic/educator,224347
33,M,sales/marketing,307292
30,M,self-employed,419861
30,M,college/grad student,77269
28,M,sales/marketing,704350
25,M,scientist,572478
30,M,sales/marketing,238202
27,F,other or not specified,54312
30,M,other or not specified,124544
32,M,sales/marketing,483108
28,M,executive/managerial,952687
25,M,college/grad student,308566
32,M,sales/marketing,499820
34,M,college/grad student,771522
32,M,college/grad student,804549
31,M,college/grad student,145419
54,F,executive/managerial,323706
32,M,executive/managerial,462729
29,M,college/grad student,318559
34,M,college/grad student,303352
33,M,executive/managerial,301413
31,M,lawyer,344791
41,F,doctor/health care,476519
28,M,academic/educator,751290
33,M,programmer,572221
29,F,academic/educator,343149
27,M,K-12 student,430670
30,M,self-employed,290041
